order_id,quantity,order_date,unit_price,pizza_name
144,1,2015-01-03,12.0,The Big Meat Pizza
144,1,2015-01-03,20.75,The California Chicken Pizza
144,1,2015-01-03,18.5,The Five Cheese Pizza
146,1,2015-01-03,20.75,The California Chicken Pizza
146,1,2015-01-03,13.25,The Hawaiian Pizza
152,1,2015-01-03,10.5,The Hawaiian Pizza
153,1,2015-01-03,16.0,The Mexicana Pizza
158,1,2015-01-03,16.75,The Italian Vegetables Pizza
160,1,2015-01-03,16.0,The Classic Deluxe Pizza
161,1,2015-01-03,10.5,The Hawaiian Pizza
162,1,2015-01-03,12.0,The Big Meat Pizza
163,1,2015-01-03,13.25,The Hawaiian Pizza
164,1,2015-01-03,20.75,The California Chicken Pizza
167,1,2015-01-03,20.75,The Barbecue Chicken Pizza
168,1,2015-01-03,12.0,The Big Meat Pizza
170,1,2015-01-03,16.5,The Hawaiian Pizza
173,1,2015-01-03,16.75,The California Chicken Pizza
173,1,2015-01-03,16.0,The Classic Deluxe Pizza
174,1,2015-01-03,12.0,The Big Meat Pizza
174,1,2015-01-03,20.75,The California Chicken Pizza
174,1,2015-01-03,16.75,The California Chicken Pizza
176,1,2015-01-03,20.75,The California Chicken Pizza
179,1,2015-01-03,16.5,The Hawaiian Pizza
180,1,2015-01-03,20.5,The Classic Deluxe Pizza
181,1,2015-01-03,20.25,The Mexicana Pizza
182,1,2015-01-03,23.65,The Brie Carre Pizza
184,1,2015-01-03,16.5,The Hawaiian Pizza
186,1,2015-01-03,20.25,The Mexicana Pizza
187,1,2015-01-03,18.5,The Five Cheese Pizza
188,1,2015-01-03,18.5,The Five Cheese Pizza
189,2,2015-01-03,12.0,The Big Meat Pizza
190,1,2015-01-03,20.75,The Barbecue Chicken Pizza
191,1,2015-01-03,20.75,The California Chicken Pizza
193,1,2015-01-03,12.0,The Big Meat Pizza
193,1,2015-01-03,16.75,The California Chicken Pizza
194,1,2015-01-03,12.75,The Barbecue Chicken Pizza
195,1,2015-01-03,20.75,The Barbecue Chicken Pizza
197,1,2015-01-03,21.0,The Italian Vegetables Pizza
197,1,2015-01-03,20.75,The Soppressata Pizza
198,1,2015-01-03,12.0,The Big Meat Pizza
202,1,2015-01-03,12.75,The California Chicken Pizza
203,1,2015-01-04,20.75,The California Chicken Pizza
203,1,2015-01-04,16.75,The Italian Vegetables Pizza
205,1,2015-01-04,12.75,The California Chicken Pizza
208,1,2015-01-04,20.75,The Barbecue Chicken Pizza
208,1,2015-01-04,12.75,The Barbecue Chicken Pizza
209,1,2015-01-04,20.75,The California Chicken Pizza
214,1,2015-01-04,12.0,The Mexicana Pizza
216,1,2015-01-04,16.75,The Barbecue Chicken Pizza
216,1,2015-01-04,18.5,The Five Cheese Pizza
216,1,2015-01-04,16.5,The Hawaiian Pizza
217,1,2015-01-04,16.0,The Classic Deluxe Pizza
219,1,2015-01-04,20.75,The Barbecue Chicken Pizza
219,1,2015-01-04,18.5,The Five Cheese Pizza
220,1,2015-01-04,10.5,The Hawaiian Pizza
221,1,2015-01-04,18.5,The Five Cheese Pizza
225,1,2015-01-04,20.75,The Barbecue Chicken Pizza
225,1,2015-01-04,16.75,The Barbecue Chicken Pizza
226,1,2015-01-04,20.5,The Classic Deluxe Pizza
227,1,2015-01-04,16.75,The Barbecue Chicken Pizza
228,1,2015-01-04,12.75,The Italian Vegetables Pizza
229,1,2015-01-04,21.0,The Italian Vegetables Pizza
231,1,2015-01-04,20.75,The California Chicken Pizza
232,1,2015-01-04,16.75,The Barbecue Chicken Pizza
235,1,2015-01-04,16.75,The California Chicken Pizza
236,1,2015-01-04,20.5,The Classic Deluxe Pizza
243,1,2015-01-04,20.5,The Classic Deluxe Pizza
245,1,2015-01-04,20.75,The Barbecue Chicken Pizza
247,1,2015-01-04,13.25,The Hawaiian Pizza
248,1,2015-01-04,10.5,The Hawaiian Pizza
249,1,2015-01-04,20.75,The Barbecue Chicken Pizza
251,1,2015-01-04,16.0,The Mexicana Pizza
253,1,2015-01-04,23.65,The Brie Carre Pizza
254,1,2015-01-04,20.75,The Barbecue Chicken Pizza
254,1,2015-01-04,23.65,The Brie Carre Pizza
254,1,2015-01-04,18.5,The Five Cheese Pizza
255,1,2015-01-05,18.5,The Five Cheese Pizza
255,1,2015-01-05,16.5,The Hawaiian Pizza
257,1,2015-01-05,20.75,The California Chicken Pizza
258,1,2015-01-05,16.0,The Classic Deluxe Pizza
260,1,2015-01-05,18.5,The Five Cheese Pizza
261,1,2015-01-05,23.65,The Brie Carre Pizza
262,1,2015-01-05,16.75,The California Chicken Pizza
264,1,2015-01-05,16.0,The Mexicana Pizza
265,1,2015-01-05,20.25,The Mexicana Pizza
271,1,2015-01-05,12.0,The Big Meat Pizza
271,2,2015-01-05,16.75,The California Chicken Pizza
271,1,2015-01-05,16.0,The Classic Deluxe Pizza
271,1,2015-01-05,16.5,The Soppressata Pizza
273,1,2015-01-05,12.5,The Soppressata Pizza
275,1,2015-01-05,20.5,The Classic Deluxe Pizza
275,1,2015-01-05,18.5,The Five Cheese Pizza
276,1,2015-01-05,18.5,The Five Cheese Pizza
278,1,2015-01-05,16.75,The Italian Vegetables Pizza
279,1,2015-01-05,16.75,The California Chicken Pizza
282,1,2015-01-05,12.0,The Classic Deluxe Pizza
282,1,2015-01-05,18.5,The Five Cheese Pizza
284,1,2015-01-05,10.5,The Hawaiian Pizza
288,1,2015-01-05,23.65,The Brie Carre Pizza
289,1,2015-01-05,18.5,The Five Cheese Pizza
290,1,2015-01-05,12.0,The Classic Deluxe Pizza
291,1,2015-01-05,20.75,The Barbecue Chicken Pizza
293,1,2015-01-05,12.0,The Classic Deluxe Pizza
293,1,2015-01-05,12.75,The Italian Vegetables Pizza
294,1,2015-01-05,16.75,The Barbecue Chicken Pizza
295,1,2015-01-05,16.75,The California Chicken Pizza
298,1,2015-01-05,16.75,The California Chicken Pizza
298,1,2015-01-05,12.75,The California Chicken Pizza
298,1,2015-01-05,12.0,The Classic Deluxe Pizza
299,1,2015-01-05,12.0,The Classic Deluxe Pizza
300,1,2015-01-05,12.0,The Big Meat Pizza
300,1,2015-01-05,12.75,The Italian Vegetables Pizza
303,1,2015-01-05,12.0,The Big Meat Pizza
304,1,2015-01-05,10.5,The Hawaiian Pizza
304,1,2015-01-05,20.25,The Mexicana Pizza
306,1,2015-01-05,12.0,The Big Meat Pizza
306,1,2015-01-05,10.5,The Hawaiian Pizza
307,1,2015-01-05,20.5,The Classic Deluxe Pizza
308,1,2015-01-05,16.5,The Hawaiian Pizza
309,1,2015-01-06,18.5,The Five Cheese Pizza
310,1,2015-01-06,10.5,The Hawaiian Pizza
312,1,2015-01-06,12.0,The Big Meat Pizza
312,1,2015-01-06,23.65,The Brie Carre Pizza
313,1,2015-01-06,16.0,The Classic Deluxe Pizza
314,1,2015-01-06,18.5,The Five Cheese Pizza
314,1,2015-01-06,13.25,The Hawaiian Pizza
315,1,2015-01-06,16.0,The Classic Deluxe Pizza
316,1,2015-01-06,10.5,The Hawaiian Pizza
317,1,2015-01-06,12.75,The California Chicken Pizza
317,1,2015-01-06,16.0,The Classic Deluxe Pizza
317,1,2015-01-06,10.5,The Hawaiian Pizza
318,1,2015-01-06,20.25,The Mexicana Pizza
318,1,2015-01-06,12.5,The Soppressata Pizza
320,1,2015-01-06,16.75,The California Chicken Pizza
322,1,2015-01-06,20.75,The California Chicken Pizza
322,1,2015-01-06,12.0,The Classic Deluxe Pizza
323,1,2015-01-06,16.0,The Classic Deluxe Pizza
324,1,2015-01-06,18.5,The Five Cheese Pizza
325,1,2015-01-06,12.0,The Classic Deluxe Pizza
326,1,2015-01-06,16.75,The California Chicken Pizza
327,1,2015-01-06,16.0,The Classic Deluxe Pizza
330,1,2015-01-06,12.0,The Big Meat Pizza
330,1,2015-01-06,16.0,The Classic Deluxe Pizza
330,1,2015-01-06,12.0,The Classic Deluxe Pizza
330,1,2015-01-06,18.5,The Five Cheese Pizza
330,1,2015-01-06,16.5,The Hawaiian Pizza
337,1,2015-01-06,16.5,The Hawaiian Pizza
338,1,2015-01-06,20.25,The Mexicana Pizza
341,1,2015-01-06,16.75,The Barbecue Chicken Pizza
343,1,2015-01-06,18.5,The Five Cheese Pizza
346,1,2015-01-06,10.5,The Hawaiian Pizza
348,1,2015-01-06,16.0,The Classic Deluxe Pizza
350,1,2015-01-06,20.5,The Classic Deluxe Pizza
351,1,2015-01-06,12.0,The Big Meat Pizza
351,1,2015-01-06,13.25,The Hawaiian Pizza
352,1,2015-01-06,12.0,The Big Meat Pizza
353,1,2015-01-06,20.75,The Barbecue Chicken Pizza
353,1,2015-01-06,20.75,The California Chicken Pizza
357,1,2015-01-06,20.75,The California Chicken Pizza
360,1,2015-01-06,20.75,The Barbecue Chicken Pizza
360,1,2015-01-06,10.5,The Hawaiian Pizza
361,2,2015-01-06,12.0,The Big Meat Pizza
362,1,2015-01-06,16.75,The Barbecue Chicken Pizza
362,1,2015-01-06,20.25,The Mexicana Pizza
363,1,2015-01-06,20.25,The Mexicana Pizza
367,1,2015-01-06,16.5,The Hawaiian Pizza
370,1,2015-01-06,10.5,The Hawaiian Pizza
373,1,2015-01-07,16.0,The Classic Deluxe Pizza
374,1,2015-01-07,12.0,The Big Meat Pizza
375,1,2015-01-07,16.0,The Mexicana Pizza
377,1,2015-01-07,13.25,The Hawaiian Pizza
378,1,2015-01-07,12.75,The Italian Vegetables Pizza
380,1,2015-01-07,16.75,The California Chicken Pizza
384,1,2015-01-07,10.5,The Hawaiian Pizza
386,1,2015-01-07,12.75,The Italian Vegetables Pizza
386,1,2015-01-07,16.5,The Soppressata Pizza
387,1,2015-01-07,12.75,The Barbecue Chicken Pizza
387,1,2015-01-07,12.0,The Big Meat Pizza
387,1,2015-01-07,18.5,The Five Cheese Pizza
388,1,2015-01-07,12.75,The Barbecue Chicken Pizza
392,1,2015-01-07,12.0,The Big Meat Pizza
392,1,2015-01-07,20.75,The California Chicken Pizza
392,1,2015-01-07,20.75,The Soppressata Pizza
393,1,2015-01-07,16.5,The Hawaiian Pizza
394,1,2015-01-07,12.0,The Big Meat Pizza
394,1,2015-01-07,16.5,The Hawaiian Pizza
394,1,2015-01-07,10.5,The Hawaiian Pizza
397,2,2015-01-07,18.5,The Five Cheese Pizza
397,1,2015-01-07,16.5,The Hawaiian Pizza
399,1,2015-01-07,16.75,The Barbecue Chicken Pizza
399,1,2015-01-07,20.75,The California Chicken Pizza
403,1,2015-01-07,12.75,The Barbecue Chicken Pizza
403,1,2015-01-07,20.5,The Classic Deluxe Pizza
406,1,2015-01-07,16.0,The Classic Deluxe Pizza
406,1,2015-01-07,12.75,The Italian Vegetables Pizza
407,1,2015-01-07,16.75,The California Chicken Pizza
407,1,2015-01-07,20.5,The Classic Deluxe Pizza
408,1,2015-01-07,23.65,The Brie Carre Pizza
410,2,2015-01-07,12.0,The Big Meat Pizza
412,1,2015-01-07,23.65,The Brie Carre Pizza
414,1,2015-01-07,12.0,The Classic Deluxe Pizza
414,1,2015-01-07,18.5,The Five Cheese Pizza
415,1,2015-01-07,12.75,The California Chicken Pizza
419,1,2015-01-07,20.75,The Barbecue Chicken Pizza
419,1,2015-01-07,16.5,The Hawaiian Pizza
419,1,2015-01-07,16.75,The Italian Vegetables Pizza
420,1,2015-01-07,18.5,The Five Cheese Pizza
421,1,2015-01-07,20.75,The Barbecue Chicken Pizza
425,1,2015-01-07,16.5,The Soppressata Pizza
426,1,2015-01-07,16.0,The Classic Deluxe Pizza
426,1,2015-01-07,16.5,The Soppressata Pizza
431,1,2015-01-08,12.0,The Big Meat Pizza
431,1,2015-01-08,16.5,The Hawaiian Pizza
435,1,2015-01-08,16.0,The Classic Deluxe Pizza
436,1,2015-01-08,20.5,The Classic Deluxe Pizza
437,1,2015-01-08,16.75,The Barbecue Chicken Pizza
440,1,2015-01-08,18.5,The Five Cheese Pizza
440,1,2015-01-08,16.5,The Hawaiian Pizza
440,1,2015-01-08,21.0,The Italian Vegetables Pizza
443,1,2015-01-08,12.0,The Big Meat Pizza
443,2,2015-01-08,16.75,The California Chicken Pizza
443,1,2015-01-08,16.75,The Italian Vegetables Pizza
443,1,2015-01-08,20.25,The Mexicana Pizza
445,1,2015-01-08,16.5,The Hawaiian Pizza
446,1,2015-01-08,12.0,The Big Meat Pizza
446,1,2015-01-08,16.75,The Italian Vegetables Pizza
447,1,2015-01-08,18.5,The Five Cheese Pizza
448,1,2015-01-08,10.5,The Hawaiian Pizza
450,1,2015-01-08,12.0,The Big Meat Pizza
451,1,2015-01-08,18.5,The Five Cheese Pizza
452,1,2015-01-08,16.75,The Barbecue Chicken Pizza
452,1,2015-01-08,12.0,The Big Meat Pizza
453,1,2015-01-08,12.75,The California Chicken Pizza
457,1,2015-01-08,20.75,The California Chicken Pizza
457,1,2015-01-08,16.0,The Classic Deluxe Pizza
461,1,2015-01-08,16.75,The California Chicken Pizza
461,1,2015-01-08,10.5,The Hawaiian Pizza
463,1,2015-01-08,20.75,The Barbecue Chicken Pizza
464,1,2015-01-08,20.75,The Barbecue Chicken Pizza
469,1,2015-01-08,16.75,The Barbecue Chicken Pizza
471,1,2015-01-08,12.75,The Italian Vegetables Pizza
472,1,2015-01-08,21.0,The Italian Vegetables Pizza
472,1,2015-01-08,16.75,The Italian Vegetables Pizza
473,1,2015-01-08,16.5,The Hawaiian Pizza
475,1,2015-01-08,12.0,The Big Meat Pizza
477,1,2015-01-08,16.0,The Mexicana Pizza
479,1,2015-01-08,18.5,The Five Cheese Pizza
483,1,2015-01-08,20.75,The Barbecue Chicken Pizza
484,1,2015-01-08,20.25,The Mexicana Pizza
485,1,2015-01-08,16.75,The California Chicken Pizza
487,1,2015-01-08,10.5,The Hawaiian Pizza
490,1,2015-01-08,12.0,The Big Meat Pizza
490,1,2015-01-08,16.0,The Classic Deluxe Pizza
494,1,2015-01-08,18.5,The Five Cheese Pizza
494,1,2015-01-08,20.25,The Mexicana Pizza
496,1,2015-01-08,16.5,The Hawaiian Pizza
496,1,2015-01-08,12.5,The Soppressata Pizza
499,1,2015-01-08,16.0,The Mexicana Pizza
501,1,2015-01-08,12.75,The California Chicken Pizza
501,1,2015-01-08,10.5,The Hawaiian Pizza
502,1,2015-01-08,16.75,The Italian Vegetables Pizza
508,1,2015-01-09,16.75,The California Chicken Pizza
508,1,2015-01-09,12.75,The California Chicken Pizza
510,1,2015-01-09,16.0,The Classic Deluxe Pizza
510,1,2015-01-09,12.0,The Classic Deluxe Pizza
511,1,2015-01-09,18.5,The Five Cheese Pizza
512,1,2015-01-09,16.75,The Italian Vegetables Pizza
513,1,2015-01-09,16.75,The Italian Vegetables Pizza
514,1,2015-01-09,12.0,The Classic Deluxe Pizza
517,1,2015-01-09,16.0,The Mexicana Pizza
518,1,2015-01-09,12.0,The Big Meat Pizza
522,1,2015-01-09,12.75,The Barbecue Chicken Pizza
522,1,2015-01-09,12.0,The Big Meat Pizza
522,1,2015-01-09,12.0,The Classic Deluxe Pizza
522,1,2015-01-09,18.5,The Five Cheese Pizza
522,1,2015-01-09,21.0,The Italian Vegetables Pizza
526,1,2015-01-09,20.75,The California Chicken Pizza
526,1,2015-01-09,18.5,The Five Cheese Pizza
529,2,2015-01-09,16.75,The California Chicken Pizza
529,1,2015-01-09,10.5,The Hawaiian Pizza
530,1,2015-01-09,20.5,The Classic Deluxe Pizza
532,1,2015-01-09,12.5,The Soppressata Pizza
533,1,2015-01-09,18.5,The Five Cheese Pizza
535,1,2015-01-09,16.0,The Classic Deluxe Pizza
536,1,2015-01-09,23.65,The Brie Carre Pizza
537,1,2015-01-09,12.0,The Classic Deluxe Pizza
537,1,2015-01-09,10.5,The Hawaiian Pizza
539,1,2015-01-09,18.5,The Five Cheese Pizza
539,1,2015-01-09,21.0,The Italian Vegetables Pizza
541,1,2015-01-09,12.0,The Big Meat Pizza
542,1,2015-01-09,20.75,The Barbecue Chicken Pizza
543,1,2015-01-09,16.0,The Classic Deluxe Pizza
545,1,2015-01-09,20.75,The Soppressata Pizza
547,1,2015-01-09,12.0,The Big Meat Pizza
548,1,2015-01-09,16.5,The Hawaiian Pizza
549,1,2015-01-09,12.0,The Big Meat Pizza
551,1,2015-01-09,16.5,The Soppressata Pizza
553,1,2015-01-09,20.25,The Mexicana Pizza
555,1,2015-01-09,12.75,The Barbecue Chicken Pizza
555,1,2015-01-09,10.5,The Hawaiian Pizza
558,1,2015-01-09,13.25,The Hawaiian Pizza
559,1,2015-01-09,12.0,The Classic Deluxe Pizza
563,1,2015-01-09,20.25,The Mexicana Pizza
565,1,2015-01-10,12.75,The Italian Vegetables Pizza
567,1,2015-01-10,20.75,The Barbecue Chicken Pizza
567,2,2015-01-10,18.5,The Five Cheese Pizza
567,1,2015-01-10,20.75,The Soppressata Pizza
568,1,2015-01-10,20.25,The Mexicana Pizza
569,1,2015-01-10,12.75,The Barbecue Chicken Pizza
569,1,2015-01-10,12.0,The Classic Deluxe Pizza
571,1,2015-01-10,12.0,The Big Meat Pizza
573,1,2015-01-10,16.0,The Classic Deluxe Pizza
573,1,2015-01-10,18.5,The Five Cheese Pizza
574,1,2015-01-10,16.75,The Italian Vegetables Pizza
575,1,2015-01-10,20.5,The Classic Deluxe Pizza
576,1,2015-01-10,12.0,The Big Meat Pizza
578,1,2015-01-10,12.75,The Barbecue Chicken Pizza
580,1,2015-01-10,13.25,The Hawaiian Pizza
581,1,2015-01-10,20.25,The Mexicana Pizza
584,1,2015-01-10,12.5,The Soppressata Pizza
585,1,2015-01-10,23.65,The Brie Carre Pizza
585,1,2015-01-10,20.25,The Mexicana Pizza
588,1,2015-01-10,12.75,The California Chicken Pizza
590,1,2015-01-10,18.5,The Five Cheese Pizza
592,1,2015-01-10,12.75,The Italian Vegetables Pizza
593,1,2015-01-10,20.75,The California Chicken Pizza
595,1,2015-01-10,20.5,The Classic Deluxe Pizza
596,1,2015-01-10,12.5,The Soppressata Pizza
597,1,2015-01-10,20.75,The California Chicken Pizza
600,1,2015-01-10,12.0,The Classic Deluxe Pizza
600,1,2015-01-10,16.0,The Mexicana Pizza
601,1,2015-01-10,20.75,The Barbecue Chicken Pizza
601,1,2015-01-10,12.0,The Classic Deluxe Pizza
603,1,2015-01-10,16.0,The Mexicana Pizza
604,1,2015-01-10,12.5,The Soppressata Pizza
607,1,2015-01-10,16.75,The Barbecue Chicken Pizza
608,1,2015-01-10,16.5,The Hawaiian Pizza
610,1,2015-01-10,12.0,The Big Meat Pizza
611,1,2015-01-10,18.5,The Five Cheese Pizza
611,1,2015-01-10,12.0,The Mexicana Pizza
612,1,2015-01-10,12.0,The Big Meat Pizza
612,1,2015-01-10,20.25,The Mexicana Pizza
612,1,2015-01-10,12.5,The Soppressata Pizza
615,1,2015-01-10,20.75,The California Chicken Pizza
620,1,2015-01-10,20.75,The Barbecue Chicken Pizza
620,1,2015-01-10,16.75,The California Chicken Pizza
621,1,2015-01-10,20.25,The Mexicana Pizza
623,1,2015-01-10,20.75,The California Chicken Pizza
623,1,2015-01-10,16.5,The Hawaiian Pizza
624,1,2015-01-10,16.75,The California Chicken Pizza
626,1,2015-01-10,16.0,The Classic Deluxe Pizza
628,1,2015-01-10,20.5,The Classic Deluxe Pizza
628,1,2015-01-10,12.75,The Italian Vegetables Pizza
629,1,2015-01-10,18.5,The Five Cheese Pizza
632,1,2015-01-11,12.0,The Classic Deluxe Pizza
635,2,2015-01-11,12.75,The California Chicken Pizza
635,1,2015-01-11,10.5,The Hawaiian Pizza
635,1,2015-01-11,20.25,The Mexicana Pizza
636,1,2015-01-11,16.0,The Classic Deluxe Pizza
638,1,2015-01-11,20.25,The Mexicana Pizza
640,1,2015-01-11,12.75,The California Chicken Pizza
642,1,2015-01-11,20.75,The California Chicken Pizza
642,1,2015-01-11,20.75,The Soppressata Pizza
645,1,2015-01-11,16.75,The Barbecue Chicken Pizza
645,1,2015-01-11,12.0,The Big Meat Pizza
646,1,2015-01-11,10.5,The Hawaiian Pizza
647,1,2015-01-11,10.5,The Hawaiian Pizza
649,1,2015-01-11,12.75,The California Chicken Pizza
651,1,2015-01-11,12.75,The Barbecue Chicken Pizza
652,1,2015-01-11,12.0,The Big Meat Pizza
654,1,2015-01-11,20.25,The Mexicana Pizza
657,1,2015-01-11,16.75,The Barbecue Chicken Pizza
657,1,2015-01-11,16.0,The Classic Deluxe Pizza
660,1,2015-01-11,12.75,The Barbecue Chicken Pizza
662,1,2015-01-11,20.75,The Barbecue Chicken Pizza
665,1,2015-01-11,16.75,The Barbecue Chicken Pizza
666,1,2015-01-11,16.5,The Hawaiian Pizza
667,1,2015-01-11,12.0,The Big Meat Pizza
668,1,2015-01-11,20.25,The Mexicana Pizza
669,1,2015-01-11,20.25,The Mexicana Pizza
670,1,2015-01-11,16.5,The Soppressata Pizza
673,1,2015-01-11,20.75,The Soppressata Pizza
674,1,2015-01-11,20.25,The Mexicana Pizza
676,1,2015-01-11,20.25,The Mexicana Pizza
678,1,2015-01-11,12.0,The Mexicana Pizza
679,1,2015-01-11,23.65,The Brie Carre Pizza
683,1,2015-01-12,12.75,The Italian Vegetables Pizza
685,1,2015-01-12,20.75,The Soppressata Pizza
686,1,2015-01-12,12.0,The Big Meat Pizza
687,1,2015-01-12,16.75,The Italian Vegetables Pizza
691,1,2015-01-12,20.75,The Barbecue Chicken Pizza
